,Index,Tweets,label,length,token_text,stop_tokens,hash_token,idf_token,features,rawPrediction,probability,prediction
802,337475,im much better still sore throat everything else great wut u 2nite,0.0,66,"['im', 'much', 'better', 'still', 'sore', 'throat', 'everything', 'else', 'great', 'wut', 'u', '2nite']","['im', 'much', 'better', 'still', 'sore', 'throat', 'everything', 'else', 'great', 'wut', 'u', '2nite']","(262144,[31015,31536,51783,67562,76764,79904,123940,130236,235375,255484,256941,261870],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[31015,31536,51783,67562,76764,79904,123940,130236,235375,255484,256941,261870],[2.38083050584039,4.073558594462266,3.54798511406172,5.43168207861546,3.741176343092578,6.935759475391735,5.306518935661455,6.935759475391735,4.102546131335519,7.852050207265889,7.852050207265889,3.5412510818803757])","(262145,[31015,31536,51783,67562,76764,79904,123940,130236,235375,255484,256941,261870,262144],[2.38083050584039,4.073558594462266,3.54798511406172,5.43168207861546,3.741176343092578,6.935759475391735,5.306518935661455,6.935759475391735,4.102546131335519,7.852050207265889,7.852050207265889,3.5412510818803757,66.0])","[-651.6693841331405,-705.5883832746865]","[1.0,3.8306829005383525e-24]",0.0
803,33751,okaaay thats crazy luv ermblue omg,0.0,34,"['okaaay', 'thats', 'crazy', 'luv', 'ermblue', 'omg']","['okaaay', 'thats', 'crazy', 'luv', 'ermblue', 'omg']","(262144,[10345,101897,113024,136940,172914,234604],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[10345,101897,113024,136940,172914,234604],[3.9300768709845753,8.545197387825835,5.574782922256134,5.980248030364298,5.43168207861546,8.545197387825835])","(262145,[10345,101897,113024,136940,172914,234604,262144],[3.9300768709845753,8.545197387825835,5.574782922256134,5.980248030364298,5.43168207861546,8.545197387825835,34.0])","[-447.4629204414538,-492.331350588743]","[1.0,3.265039016536709e-20]",0.0
804,337630,time backup computer back im mine,0.0,33,"['time', 'backup', 'computer', 'back', 'im', 'mine']","['time', 'backup', 'computer', 'back', 'im', 'mine']","(262144,[1226,24175,31015,121517,132215,132270],[1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[1226,24175,31015,121517,132215,132270],[8.545197387825835,5.711984043769619,2.38083050584039,3.272197829262088,6.347972810489615,3.589370330224574])","(262145,[1226,24175,31015,121517,132215,132270,262144],[8.545197387825835,5.711984043769619,2.38083050584039,3.272197829262088,6.347972810489615,3.589370330224574,33.0])","[-323.82349036456924,-369.71843053948623]","[1.0,1.1697168195757294e-20]",0.0
805,338161,good,0.0,4,['good'],['good'],"(262144,[113432],[1.0])","(262144,[113432],[2.7552372169285815])","(262145,[113432,262144],[2.7552372169285815,4.0])","[-22.541661593856777,-28.756619982041396]","[0.9980046896798479,0.0019953103201521857]",0.0
806,338273,twitter going im getting dizzy,0.0,30,"['twitter', 'going', 'im', 'getting', 'dizzy']","['twitter', 'going', 'im', 'getting', 'dizzy']","(262144,[1512,18918,31015,102382,230764],[1.0,1.0,1.0,1.0,1.0])","(262144,[1512,18918,31015,102382,230764],[3.9300768709845753,8.13973227971767,2.38083050584039,3.3578115819850796,4.282517510784519])","(262145,[1512,18918,31015,102382,230764,262144],[3.9300768709845753,8.13973227971767,2.38083050584039,3.3578115819850796,4.282517510784519,30.0])","[-243.7680929286562,-244.8399491658194]","[0.7449497605053323,0.2550502394946676]",0.0
807,338741,head muvico,0.0,11,"['head', 'muvico']","['head', 'muvico']","(262144,[101160,132086],[1.0,1.0])","(262144,[101160,132086],[5.500674950102412,8.545197387825835])","(262145,[101160,132086,262144],[5.500674950102412,8.545197387825835,11.0])","[-176.00300708595506,-178.41762551171658]","[0.9179352606374636,0.08206473936253651]",0.0
808,338756,lol thats awesome,0.0,17,"['lol', 'thats', 'awesome']","['lol', 'thats', 'awesome']","(262144,[10345,41809,219897],[1.0,1.0,1.0])","(262144,[10345,41809,219897],[3.9300768709845753,3.2773392287625067,4.275499938125873])","(262145,[10345,41809,219897,262144],[3.9300768709845753,3.2773392287625067,4.275499938125873,17.0])","[-102.90219866380811,-127.96731515471306]","[0.9999999999869875,1.3012424411511323e-11]",0.0
809,338780,sexy costumes sexy lingerie sexy leather much selling church fits drive wild,0.0,76,"['sexy', 'costumes', 'sexy', 'lingerie', 'sexy', 'leather', 'much', 'selling', 'church', 'fits', 'drive', 'wild']","['sexy', 'costumes', 'sexy', 'lingerie', 'sexy', 'leather', 'much', 'selling', 'church', 'fits', 'drive', 'wild']","(262144,[3121,53701,76764,84933,118617,125390,146821,152275,162109,211325],[1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[3121,53701,76764,84933,118617,125390,146821,152275,162109,211325],[7.628906655951679,8.545197387825835,3.741176343092578,19.59088310185071,6.2426122948317895,8.545197387825835,5.837147186723625,6.673395210924244,8.13973227971767,7.852050207265889])","(262145,[3121,53701,76764,84933,118617,125390,146821,152275,162109,211325,262144],[7.628906655951679,8.545197387825835,3.741176343092578,19.59088310185071,6.2426122948317895,8.545197387825835,5.837147186723625,6.673395210924244,8.13973227971767,7.852050207265889,76.0])","[-982.1230264283098,-1041.4206889485179]","[1.0,1.7674713293473183e-26]",0.0
810,338821,could use comment love new blog world mmwanted,0.0,46,"['could', 'use', 'comment', 'love', 'new', 'blog', 'world', 'mmwanted']","['use', 'comment', 'love', 'new', 'blog', 'world', 'mmwanted']","(262144,[20785,34374,60080,89833,90487,98717,186480],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[20785,34374,60080,89833,90487,98717,186480],[5.3881969666757215,6.193822130662357,4.613371755101509,3.534562093729579,8.545197387825835,4.868896715918758,2.9749463057941563])","(262145,[20785,34374,60080,89833,90487,98717,186480,262144],[5.3881969666757215,6.193822130662357,4.613371755101509,3.534562093729579,8.545197387825835,4.868896715918758,2.9749463057941563,46.0])","[-393.7726803968865,-420.2752654635144]","[0.9999999999969091,3.0908188298917948e-12]",0.0
811,338829,jus found sum great news imma say cant wait til 4the bet awards,0.0,63,"['jus', 'found', 'sum', 'great', 'news', 'imma', 'say', 'cant', 'wait', 'til', '4the', 'bet', 'awards']","['jus', 'found', 'sum', 'great', 'news', 'imma', 'say', 'cant', 'wait', 'til', '4the', 'bet', 'awards']","(262144,[14041,23469,35671,49185,87405,97229,103146,150069,169602,171222,243658,253779,261870],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[14041,23469,35671,49185,87405,97229,103146,150069,169602,171222,243658,253779,261870],[7.041119991049561,6.465755846145999,7.446585099157725,5.837147186723625,5.268052654833658,7.041119991049561,8.545197387825835,4.355542645799409,6.2426122948317895,4.418063002780743,3.7830234530280786,6.53029436728357,3.5412510818803757])","(262145,[14041,23469,35671,49185,87405,97229,103146,150069,169602,171222,243658,253779,261870,262144],[7.041119991049561,6.465755846145999,7.446585099157725,5.837147186723625,5.268052654833658,7.041119991049561,8.545197387825835,4.355542645799409,6.2426122948317895,4.418063002780743,3.7830234530280786,6.53029436728357,3.5412510818803757,63.0])","[-795.5299887456863,-959.9891710172461]","[1.0,3.7695077551580595e-72]",0.0
812,339468,watching movies night whoaaaaaa,0.0,31,"['watching', 'movies', 'night', 'whoaaaaaa']","['watching', 'movies', 'night', 'whoaaaaaa']","(262144,[63139,175705,189957,239750],[1.0,1.0,1.0,1.0])","(262144,[63139,175705,189957,239750],[4.182098763037472,8.545197387825835,3.770284427250649,5.7418370069193])","(262145,[63139,175705,189957,239750,262144],[4.182098763037472,8.545197387825835,3.770284427250649,5.7418370069193,31.0])","[-258.4530142369033,-305.0894587829814]","[1.0,5.572492312847222e-21]",0.0
813,339599,great job jelly belly good see brad top step,0.0,44,"['great', 'job', 'jelly', 'belly', 'good', 'see', 'brad', 'top', 'step']","['great', 'job', 'jelly', 'belly', 'good', 'see', 'brad', 'top', 'step']","(262144,[8538,18176,62790,84860,99197,113432,130235,157308,261870],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[8538,18176,62790,84860,99197,113432,130235,157308,261870],[3.495341380576298,5.837147186723625,6.673395210924244,7.852050207265889,5.018836863209674,2.7552372169285815,8.13973227971767,7.158903026705945,3.5412510818803757])","(262145,[8538,18176,62790,84860,99197,113432,130235,157308,261870,262144],[3.495341380576298,5.837147186723625,6.673395210924244,7.852050207265889,5.018836863209674,2.7552372169285815,8.13973227971767,7.158903026705945,3.5412510818803757,44.0])","[-534.7372975686783,-595.3026329477964]","[1.0,4.9751828898867384e-27]",0.0
814,339617,hey pants fit sisters hope werent ugly,0.0,38,"['hey', 'pants', 'fit', 'sisters', 'hope', 'werent', 'ugly']","['hey', 'pants', 'fit', 'sisters', 'hope', 'werent', 'ugly']","(262144,[9657,25340,61756,115191,128160,141645,168828],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[9657,25340,61756,115191,128160,141645,168828],[6.935759475391735,7.292434419330466,4.0966810118831205,7.158903026705945,3.905625775120411,6.75343791859778,6.2426122948317895])","(262145,[9657,25340,61756,115191,128160,141645,168828,262144],[6.935759475391735,7.292434419330466,4.0966810118831205,7.158903026705945,3.905625775120411,6.75343791859778,6.2426122948317895,38.0])","[-458.7797040730053,-503.19257242638025]","[1.0,5.14915954651239e-20]",0.0
815,340125,thats cause sexy self hot facebook contain,0.0,42,"['thats', 'cause', 'sexy', 'self', 'hot', 'facebook', 'contain']","['thats', 'cause', 'sexy', 'self', 'hot', 'facebook', 'contain']","(262144,[10345,47197,48648,59577,77772,82597,84933],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[10345,47197,48648,59577,77772,82597,84933],[3.9300768709845753,5.346524270275154,5.65482562992967,5.980248030364298,5.212992877650631,7.852050207265889,6.53029436728357])","(262145,[10345,47197,48648,59577,77772,82597,84933,262144],[3.9300768709845753,5.346524270275154,5.65482562992967,5.980248030364298,5.212992877650631,7.852050207265889,6.53029436728357,42.0])","[-433.2536225249693,-446.6830836896045]","[0.9999985288448299,1.4711551700777996e-06]",0.0
816,34021,wont miss star trek movie trekkie crossdressingconference going type lmbo,0.0,73,"['wont', 'miss', 'star', 'trek', 'movie', 'trekkie', 'crossdressingconference', 'going', 'type', 'lmbo']","['wont', 'miss', 'star', 'trek', 'movie', 'trekkie', 'crossdressingconference', 'going', 'type', 'lmbo']","(262144,[5600,64304,102382,194249,210223,213314,215686,218259,232735,247989],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[5600,64304,102382,194249,210223,213314,215686,218259,232735,247989],[8.545197387825835,6.935759475391735,3.3578115819850796,8.545197387825835,4.856317933711899,6.347972810489615,6.193822130662357,8.545197387825835,5.079461485026108,4.989849326336421])","(262145,[5600,64304,102382,194249,210223,213314,215686,218259,232735,247989,262144],[8.545197387825835,6.935759475391735,3.3578115819850796,8.545197387825835,4.856317933711899,6.347972810489615,6.193822130662357,8.545197387825835,5.079461485026108,4.989849326336421,73.0])","[-759.4781816495633,-826.8677020247292]","[1.0,5.408827897911656e-30]",0.0
817,340556,played rock band getting getting ready go lake girlsssssssss,0.0,60,"['played', 'rock', 'band', 'getting', 'getting', 'ready', 'go', 'lake', 'girlsssssssss']","['played', 'rock', 'band', 'getting', 'getting', 'ready', 'go', 'lake', 'girlsssssssss']","(262144,[9886,14118,148675,174496,211725,219709,230764,260499],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])","(262144,[9886,14118,148675,174496,211725,219709,230764,260499],[5.711984043769619,5.980248030364298,3.374713392787683,6.935759475391735,8.545197387825835,4.613371755101509,8.565035021569038,6.599287238770521])","(262145,[9886,14118,148675,174496,211725,219709,230764,260499,262144],[5.711984043769619,5.980248030364298,3.374713392787683,6.935759475391735,8.545197387825835,4.613371755101509,8.565035021569038,6.599287238770521,60.0])","[-543.3374017389904,-607.1516189863136]","[1.0,1.931245934425928e-28]",0.0
818,34058,hey,0.0,3,['hey'],['hey'],"(262144,[61756],[1.0])","(262144,[61756],[4.0966810118831205])","(262145,[61756,262144],[4.0966810118831205,3.0])","[-33.41651925907074,-47.58481177039345]","[0.9999992972700891,7.02729910848019e-07]",0.0
819,340898,muahaha win need go montrï½al official poutine lol hmm poutine,0.0,62,"['muahaha', 'win', 'need', 'go', 'montrï½al', 'official', 'poutine', 'lol', 'hmm', 'poutine']","['muahaha', 'win', 'need', 'go', 'montrï½al', 'official', 'poutine', 'lol', 'hmm', 'poutine']","(262144,[41809,44133,77886,83161,146648,148675,196203,220870,236253],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(262144,[41809,44133,77886,83161,146648,148675,196203,220870,236253],[3.2773392287625067,7.041119991049561,5.682996506896367,4.001902605555831,17.09039477565167,3.374713392787683,6.347972810489615,8.545197387825835,8.545197387825835])","(262145,[41809,44133,77886,83161,146648,148675,196203,220870,236253,262144],[3.2773392287625067,7.041119991049561,5.682996506896367,4.001902605555831,17.09039477565167,3.374713392787683,6.347972810489615,8.545197387825835,8.545197387825835,62.0])","[-784.0750105640293,-845.4910122912412]","[1.0,2.1250509607693417e-27]",0.0
820,341089,im addicated twitter mom left go special event friend hosting home alone,0.0,72,"['im', 'addicated', 'twitter', 'mom', 'left', 'go', 'special', 'event', 'friend', 'hosting', 'home', 'alone']","['im', 'addicated', 'twitter', 'mom', 'left', 'go', 'special', 'event', 'friend', 'hosting', 'home', 'alone']","(262144,[1512,17893,20575,27308,31015,74520,141269,148675,170414,172061,205472,252864],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[1512,17893,20575,27308,31015,74520,141269,148675,170414,172061,205472,252864],[3.9300768709845753,4.182098763037472,6.2426122948317895,5.942507702381451,2.38083050584039,4.894539146532097,5.231011383153309,3.374713392787683,5.268052654833658,7.852050207265889,6.599287238770521,8.545197387825835])","(262145,[1512,17893,20575,27308,31015,74520,141269,148675,170414,172061,205472,252864,262144],[3.9300768709845753,4.182098763037472,6.2426122948317895,5.942507702381451,2.38083050584039,4.894539146532097,5.231011383153309,3.374713392787683,5.268052654833658,7.852050207265889,6.599287238770521,8.545197387825835,72.0])","[-693.6501816380077,-743.4056787872896]","[1.0,2.4629871368896235e-22]",0.0
821,341168,watching nanny,0.0,14,"['watching', 'nanny']","['watching', 'nanny']","(262144,[22773,63139],[1.0,1.0])","(262144,[22773,63139],[8.545197387825835,4.182098763037472])","(262145,[22773,63139,262144],[8.545197387825835,4.182098763037472,14.0])","[-162.7189895855517,-173.29666375688856]","[0.9999745221127724,2.547788722769202e-05]",0.0
822,341475,beautiful day outside im going uni workshop bloggers delight,0.0,60,"['beautiful', 'day', 'outside', 'im', 'going', 'uni', 'workshop', 'bloggers', 'delight']","['beautiful', 'day', 'outside', 'im', 'going', 'uni', 'workshop', 'bloggers', 'delight']","(262144,[31015,41510,45848,83988,102382,131322,143913,254061,259145],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[31015,41510,45848,83988,102382,131322,143913,254061,259145],[2.38083050584039,8.13973227971767,5.454154934467519,8.13973227971767,3.3578115819850796,8.545197387825835,6.75343791859778,2.971144019844418,4.894539146532097])","(262145,[31015,41510,45848,83988,102382,131322,143913,254061,259145,262144],[2.38083050584039,8.13973227971767,5.454154934467519,8.13973227971767,3.3578115819850796,8.545197387825835,6.75343791859778,2.971144019844418,4.894539146532097,60.0])","[-614.7406628083128,-628.7555906035738]","[0.9999991807926533,8.192073467762493e-07]",0.0
823,34154,breakfast tomorrow,0.0,18,"['breakfast', 'tomorrow']","['breakfast', 'tomorrow']","(262144,[29129,230252],[1.0,1.0])","(262144,[29129,230252],[4.241132294621665,5.804357363900634])","(262145,[29129,230252,262144],[4.241132294621665,5.804357363900634,18.0])","[-102.43293244069966,-144.33938047293017]","[1.0,6.313364493286929e-19]",0.0
824,341540,got home fun lolita meetup thanks everyone came,0.0,47,"['got', 'home', 'fun', 'lolita', 'meetup', 'thanks', 'everyone', 'came']","['got', 'home', 'fun', 'lolita', 'meetup', 'thanks', 'everyone', 'came']","(262144,[17893,23087,37101,64358,65844,137002,153439,225898],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[17893,23087,37101,64358,65844,137002,153439,225898],[4.182098763037472,4.050958762545025,4.163170753151953,3.3522405369356245,5.627426655741556,8.13973227971767,8.545197387825835,3.457601052593451])","(262145,[17893,23087,37101,64358,65844,137002,153439,225898,262144],[4.182098763037472,4.050958762545025,4.163170753151953,3.3522405369356245,5.627426655741556,8.13973227971767,8.545197387825835,3.457601052593451,47.0])","[-468.9674177195192,-506.1827129881932]","[1.0,6.880224706392413e-17]",0.0
825,34183,oh things similar time thanks giving name researching,0.0,53,"['oh', 'things', 'similar', 'time', 'thanks', 'giving', 'name', 'researching']","['oh', 'things', 'similar', 'time', 'thanks', 'giving', 'name', 'researching']","(262144,[18184,29526,35119,64358,79551,121517,214676,217224],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(262144,[18184,29526,35119,64358,79551,121517,214676,217224],[4.012597894672579,7.446585099157725,5.65482562992967,3.3522405369356245,6.147302115027464,3.272197829262088,4.519845697090686,7.628906655951679])","(262145,[18184,29526,35119,64358,79551,121517,214676,217224,262144],[4.012597894672579,7.446585099157725,5.65482562992967,3.3522405369356245,6.147302115027464,3.272197829262088,4.519845697090686,7.628906655951679,53.0])","[-455.21142309199996,-467.9750500411329]","[0.9999971369693095,2.8630306906100375e-06]",0.0
